timestamp,event_type,function_name,policy_name,node_name,namespace,pod,workload,workload_kind,container,image,binary,arguments,pid,uid,cwd,src_ip,src_port,dst_ip,dst_port,protocol,tcp_state,bytes,file_path,label,scenario
2026-05-18T17:47:07.680814956Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,::ffff:10.42.0.36,8080,::ffff:10.42.0.29,50818,IPPROTO_TCP,TCP_ESTABLISHED,4096,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.681185827Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,productcatalogservice-c4cfd98fb-g9446,productcatalogservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.5,/src/server,,368587,1000,/src,::ffff:10.42.0.34,3550,::ffff:10.42.0.36,46926,IPPROTO_TCP,TCP_ESTABLISHED,17,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.684112571Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,::ffff:10.42.0.36,8080,::ffff:10.42.0.29,50818,IPPROTO_TCP,TCP_ESTABLISHED,1158,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.688893190Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,loadgenerator-5c7cbd94ff-dnmlk,loadgenerator,Deployment,main,us-central1-docker.pkg.dev/google-samples/microservices-demo/loadgenerator:v0.10.5,/usr/local/bin/python3.14,/usr/local/bin/locust --host=http://frontend:80 --headless -u 10 -r 1,25657,1000,/loadgen,10.42.0.29,50818,10.43.244.104,80,IPPROTO_TCP,TCP_ESTABLISHED,317,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.721358108Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,10.42.0.36,46926,10.43.171.177,3550,IPPROTO_TCP,TCP_ESTABLISHED,43,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.721773607Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,productcatalogservice-c4cfd98fb-g9446,productcatalogservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.5,/src/server,,368587,1000,/src,::ffff:10.42.0.34,3550,::ffff:10.42.0.36,46926,IPPROTO_TCP,TCP_ESTABLISHED,228,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.722779177Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,10.42.0.36,46926,10.43.171.177,3550,IPPROTO_TCP,TCP_ESTABLISHED,47,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.722823277Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,10.42.0.36,35026,10.43.220.38,7070,IPPROTO_TCP,TCP_ESTABLISHED,85,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.726905430Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,40194,::ffff:10.43.125.5,6379,IPPROTO_TCP,TCP_ESTABLISHED,92,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.727104577Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,productcatalogservice-c4cfd98fb-g9446,productcatalogservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.5,/src/server,,368587,1000,/src,::ffff:10.42.0.34,3550,::ffff:10.42.0.36,46926,IPPROTO_TCP,TCP_ESTABLISHED,17,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.727286570Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,redis-cart-6899b65948-twlc5,redis-cart,Deployment,redis,docker.io/library/redis:alpine,/usr/local/bin/redis-server,,357944,1000,/data,10.42.0.38,6379,10.42.0.31,40194,IPPROTO_TCP,TCP_ESTABLISHED,123,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.734969834Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,40194,::ffff:10.43.125.5,6379,IPPROTO_TCP,TCP_ESTABLISHED,228,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.735288447Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,redis-cart-6899b65948-twlc5,redis-cart,Deployment,redis,docker.io/library/redis:alpine,/usr/local/bin/redis-server,,357944,1000,/data,10.42.0.38,6379,10.42.0.31,40194,IPPROTO_TCP,TCP_ESTABLISHED,5,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.737497327Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,7070,::ffff:10.42.0.36,35026,IPPROTO_TCP,TCP_ESTABLISHED,67,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.737852751Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,10.42.0.36,35026,10.43.220.38,7070,IPPROTO_TCP,TCP_ESTABLISHED,30,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.738245762Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,::ffff:10.42.0.36,8080,::ffff:10.42.0.29,50818,IPPROTO_TCP,TCP_ESTABLISHED,95,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.751188448Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,7070,::ffff:10.42.0.36,35026,IPPROTO_TCP,TCP_ESTABLISHED,17,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.840797077Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,loadgenerator-5c7cbd94ff-dnmlk,loadgenerator,Deployment,main,us-central1-docker.pkg.dev/google-samples/microservices-demo/loadgenerator:v0.10.5,/usr/local/bin/python3.14,/usr/local/bin/locust --host=http://frontend:80 --headless -u 10 -r 1,25657,1000,/loadgen,10.42.0.29,50818,10.43.244.104,80,IPPROTO_TCP,TCP_ESTABLISHED,200,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.843831695Z,tcp_close,tcp_close,pfe-network-observability,ubuntu-vm,benign-lab,redis-cart-6899b65948-twlc5,redis-cart,Deployment,redis,docker.io/library/redis:alpine,/usr/local/bin/redis-server,,357944,1000,/data,10.42.0.38,6379,10.42.0.1,58748,IPPROTO_TCP,TCP_CLOSE_WAIT,,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.845986296Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,::ffff:10.42.0.36,8080,::ffff:10.42.0.29,50818,IPPROTO_TCP,TCP_ESTABLISHED,4096,,benign,benign-cloud-native-baseline
2026-05-18T17:47:07.868189888Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,::ffff:10.42.0.36,8080,::ffff:10.42.0.29,50818,IPPROTO_TCP,TCP_ESTABLISHED,1159,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.024709634Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,shippingservice-5dcc4d7bd-xpd7s,shippingservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/shippingservice:v0.10.5,/src/shippingservice,,369474,1000,/src,::ffff:10.42.0.32,50051,::ffff:10.42.0.1,52006,IPPROTO_TCP,TCP_ESTABLISHED,15,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.030950013Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,shippingservice-5dcc4d7bd-xpd7s,shippingservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/shippingservice:v0.10.5,/src/shippingservice,,369474,1000,/src,::ffff:10.42.0.32,50051,::ffff:10.42.0.1,52006,IPPROTO_TCP,TCP_ESTABLISHED,111,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.032569035Z,tcp_close,tcp_close,pfe-network-observability,ubuntu-vm,benign-lab,shippingservice-5dcc4d7bd-xpd7s,shippingservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/shippingservice:v0.10.5,/src/shippingservice,,369474,1000,/src,::ffff:10.42.0.32,50051,::ffff:10.42.0.1,52006,IPPROTO_TCP,TCP_CLOSE_WAIT,,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.134554161Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,loadgenerator-5c7cbd94ff-dnmlk,loadgenerator,Deployment,main,us-central1-docker.pkg.dev/google-samples/microservices-demo/loadgenerator:v0.10.5,/usr/local/bin/python3.14,/usr/local/bin/locust --host=http://frontend:80 --headless -u 10 -r 1,25657,1000,/loadgen,10.42.0.29,50818,10.43.244.104,80,IPPROTO_TCP,TCP_ESTABLISHED,554,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.139514092Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,10.42.0.36,52374,10.43.236.98,5050,IPPROTO_TCP,TCP_ESTABLISHED,196,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.250335543Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,checkoutservice-dcf4c5c7b-nsvqs,checkoutservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.5,/src/checkoutservice,,383526,1000,/src,::ffff:10.42.0.30,5050,::ffff:10.42.0.36,52374,IPPROTO_TCP,TCP_ESTABLISHED,30,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.250607976Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,frontend-759775d795-pw9rh,frontend,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/frontend:v0.10.5,/src/server,,369351,1000,/src,10.42.0.36,52374,10.43.236.98,5050,IPPROTO_TCP,TCP_ESTABLISHED,17,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.284205271Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,checkoutservice-dcf4c5c7b-nsvqs,checkoutservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.5,/src/checkoutservice,,383526,1000,/src,10.42.0.30,52148,10.43.220.38,7070,IPPROTO_TCP,TCP_ESTABLISHED,69,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.324244445Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,40194,::ffff:10.43.125.5,6379,IPPROTO_TCP,TCP_ESTABLISHED,92,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.324425678Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,redis-cart-6899b65948-twlc5,redis-cart,Deployment,redis,docker.io/library/redis:alpine,/usr/local/bin/redis-server,,357944,1000,/data,10.42.0.38,6379,10.42.0.31,40194,IPPROTO_TCP,TCP_ESTABLISHED,140,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.325198616Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,7070,::ffff:10.42.0.30,52148,IPPROTO_TCP,TCP_ESTABLISHED,179,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.325542210Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,checkoutservice-dcf4c5c7b-nsvqs,checkoutservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.5,/src/checkoutservice,,383526,1000,/src,10.42.0.30,52148,10.43.220.38,7070,IPPROTO_TCP,TCP_ESTABLISHED,30,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.329094678Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,checkoutservice-dcf4c5c7b-nsvqs,checkoutservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.5,/src/checkoutservice,,383526,1000,/src,10.42.0.30,52050,10.43.171.177,3550,IPPROTO_TCP,TCP_ESTABLISHED,43,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.329313892Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,cartservice-7956c8c845-945gx,cartservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/cartservice:v0.10.5,/app/cartservice,,406082,1000,/app,::ffff:10.42.0.31,7070,::ffff:10.42.0.30,52148,IPPROTO_TCP,TCP_ESTABLISHED,17,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.330283089Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,productcatalogservice-c4cfd98fb-g9446,productcatalogservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.5,/src/server,,368587,1000,/src,::ffff:10.42.0.34,3550,::ffff:10.42.0.30,52050,IPPROTO_TCP,TCP_ESTABLISHED,30,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.332568802Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,checkoutservice-dcf4c5c7b-nsvqs,checkoutservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.5,/src/checkoutservice,,383526,1000,/src,10.42.0.30,52050,10.43.171.177,3550,IPPROTO_TCP,TCP_ESTABLISHED,17,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.333145146Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,productcatalogservice-c4cfd98fb-g9446,productcatalogservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/productcatalogservice:v0.10.5,/src/server,,368587,1000,/src,::ffff:10.42.0.34,3550,::ffff:10.42.0.30,52050,IPPROTO_TCP,TCP_ESTABLISHED,193,,benign,benign-cloud-native-baseline
2026-05-18T17:47:08.339516844Z,tcp_sendmsg,tcp_sendmsg,pfe-network-observability,ubuntu-vm,benign-lab,checkoutservice-dcf4c5c7b-nsvqs,checkoutservice,Deployment,server,us-central1-docker.pkg.dev/google-samples/microservices-demo/checkoutservice:v0.10.5,/src/checkoutservice,,383526,1000,/src,::ffff:10.42.0.30,5050,::ffff:10.42.0.36,52374,IPPROTO_TCP,TCP_ESTABLISHED,67,,benign,benign-cloud-native-baseline
